Date,Expiration,Strike,CallPut,Bid,Ask,Rate,Spot,Fwd,TTE
2019-12-06,2020-01-17,8200.0,P,102.5,103.8,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8225.0,C,292.79999,296.10001,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8225.0,P,108.5,109.8,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8250.0,C,274.29999,277.39999,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8250.0,P,114.9,116.2,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8275.0,C,256.20001,259.29999,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8275.0,P,121.7,123.0,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8300.0,C,238.5,241.5,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8300.0,P,129.0,130.2,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8325.0,C,221.3,224.0,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8325.0,P,136.2,137.8,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8350.0,C,204.5,207.2,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8350.0,P,144.3,145.89999,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8375.0,C,187.8,190.7,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8375.0,P,152.8,154.5,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8400.0,C,172.3,174.8,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8400.0,P,162.0,163.7,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8425.0,C,157.5,159.2,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8425.0,P,170.7,173.8,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8450.0,C,142.89999,144.7,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8450.0,P,180.89999,184.0,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8475.0,C,129.0,130.60001,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8475.0,P,191.8,195.2,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8500.0,C,115.9,117.3,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8500.0,P,203.3,206.8,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8525.0,C,103.4,104.7,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8525.0,P,215.60001,219.3,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8550.0,C,91.6,92.9,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8550.0,P,228.7,232.8,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8575.0,C,80.4,81.9,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8575.0,P,242.5,246.5,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8600.0,C,70.5,71.7,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8600.0,P,257.29999,261.39999,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8625.0,C,61.0,62.3,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8625.0,P,272.89999,277.0,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8650.0,C,52.5,53.8,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8650.0,P,289.29999,293.39999,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8675.0,C,44.8,46.0,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8675.0,P,306.5,310.70001,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8700.0,C,37.9,39.1,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8700.0,P,324.39999,328.79999,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8725.0,C,31.8,33.0,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8725.0,P,343.20001,347.70001,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8750.0,C,26.5,27.7,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8750.0,P,362.89999,367.39999,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8775.0,C,21.9,22.9,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8775.0,P,383.5,387.79999,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8800.0,C,18.0,19.0,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8800.0,P,403.79999,409.60001,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8825.0,C,14.8,15.7,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8825.0,P,425.29999,431.20001,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8850.0,C,12.0,12.9,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8875.0,C,9.7,10.6,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8900.0,C,7.8,8.8,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8925.0,C,6.3,7.2,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8950.0,C,5.1,5.9,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,8975.0,C,4.2,4.8,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9000.0,C,3.4,4.0,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9025.0,C,2.8,3.4,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9050.0,C,2.3,2.75,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9075.0,C,1.9,2.3,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9100.0,C,1.55,1.95,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9125.0,C,1.25,1.7,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9150.0,C,1.05,1.45,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9175.0,C,0.85,1.3,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9200.0,C,0.7,1.15,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9225.0,C,0.55,1.05,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9250.0,C,0.45,0.95,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9275.0,C,0.35,0.85,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9300.0,C,0.3,0.5,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9325.0,C,0.2,0.75,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9350.0,C,0.15,0.7,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9375.0,C,0.15,0.6,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9400.0,C,0.1,0.55,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9425.0,C,0.05,0.5,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9450.0,C,0.05,0.5,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9475.0,C,0.0,0.45,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9500.0,C,0.0,0.45,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9600.0,C,0.0,0.35,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9800.0,C,0.05,0.3,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,9900.0,C,0.0,0.3,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,10000.0,C,0.0,0.25,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,10100.0,C,0.0,0.25,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-06,2020-01-17,10200.0,C,0.0,0.25,1.8915000000000002,8397.23242,8410.82353192063,0.11380707
2019-12-09,2020-01-17,4000.0,P,0.0,0.25,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,4100.0,P,0.0,0.25,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,4200.0,P,0.0,0.25,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,4300.0,P,0.0,0.25,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,4400.0,P,0.0,0.3,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,4500.0,P,0.05,0.3,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,4600.0,P,0.0,0.3,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,4700.0,P,0.0,0.3,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,4800.0,P,0.0,0.35,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,4900.0,P,0.0,0.35,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5000.0,P,0.0,0.4,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5050.0,P,0.0,0.4,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5100.0,P,0.05,0.4,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5150.0,P,0.05,0.4,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5200.0,P,0.05,0.45,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5250.0,P,0.1,0.45,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5300.0,P,0.1,0.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5350.0,P,0.15,0.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5400.0,P,0.2,0.55,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5450.0,P,0.2,0.6,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5500.0,P,0.25,0.6,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5550.0,P,0.3,0.65,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5600.0,P,0.35,0.7,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5650.0,P,0.4,0.75,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5700.0,P,0.45,0.8,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5750.0,P,0.5,0.85,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5800.0,C,2580.69995,2597.19995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5800.0,P,0.55,0.95,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5850.0,C,2530.80005,2547.30005,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5850.0,P,0.6,1.0,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5900.0,C,2480.80005,2497.30005,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5900.0,P,0.7,1.1,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5950.0,C,2431.0,2447.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,5950.0,P,0.8,1.2,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6000.0,C,2381.19995,2397.69995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6000.0,P,0.85,1.3,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6025.0,C,2356.5,2373.0,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6025.0,P,0.9,1.35,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6050.0,C,2331.3999,2347.8999,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6050.0,P,0.95,1.4,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6075.0,C,2306.6001,2323.1001,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6075.0,P,1.0,1.45,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6100.0,C,2281.69995,2298.19995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6100.0,P,1.1,1.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6125.0,C,2256.80005,2273.30005,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6125.0,P,1.15,1.6,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6150.0,C,2231.69995,2248.19995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6150.0,P,1.2,1.65,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6175.0,C,2207.0,2223.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6175.0,P,1.25,1.75,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6200.0,C,2181.8999,2198.3999,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6200.0,P,1.35,1.8,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6225.0,C,2157.30005,2173.80005,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6225.0,P,1.4,1.9,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6250.0,C,2132.6001,2149.1001,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6250.0,P,1.5,1.95,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6275.0,C,2107.6001,2124.1001,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6275.0,P,1.55,2.05,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6300.0,C,2083.0,2099.3999,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6300.0,P,1.65,2.15,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6325.0,C,2057.6001,2074.1001,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6325.0,P,1.75,2.25,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6350.0,C,2033.0,2049.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6350.0,P,1.85,2.35,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6375.0,C,2008.19995,2024.69995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6375.0,P,1.95,2.45,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6400.0,C,1983.09998,1999.59998,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6400.0,P,2.05,2.55,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6425.0,C,1958.5,1975.0,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6425.0,P,2.15,2.7,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6450.0,C,1933.69995,1950.09998,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6450.0,P,2.25,2.8,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6475.0,C,1908.59998,1925.09998,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6475.0,P,2.35,2.95,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6500.0,C,1884.09998,1900.59998,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6500.0,P,2.5,3.1,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6525.0,C,1859.09998,1875.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6525.0,P,2.65,3.2,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6550.0,C,1834.59998,1851.0,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6550.0,P,2.8,3.4,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6575.0,C,1809.80005,1826.19995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6575.0,P,2.95,3.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6600.0,C,1785.0,1801.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6600.0,P,3.1,3.7,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6625.0,C,1760.40002,1776.80005,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6625.0,P,3.3,3.8,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6650.0,C,1735.69995,1752.09998,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6650.0,P,3.4,4.0,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6675.0,C,1710.69995,1727.19995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6675.0,P,3.6,4.2,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6700.0,C,1686.0,1702.40002,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6700.0,P,3.8,4.4,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6725.0,C,1661.0,1677.40002,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6725.0,P,4.1,4.6,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6750.0,C,1636.5,1653.0,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6750.0,P,4.3,4.9,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6775.0,C,1611.80005,1628.19995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6775.0,P,4.5,5.1,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6800.0,C,1587.09998,1603.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6800.0,P,4.8,5.3,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6825.0,C,1562.40002,1578.80005,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6825.0,P,5.0,5.6,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6850.0,C,1537.69995,1554.09998,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6850.0,P,5.3,5.9,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6875.0,C,1513.09998,1529.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6875.0,P,5.6,6.1,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6900.0,C,1488.5,1504.90002,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6900.0,P,5.9,6.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6925.0,C,1463.59998,1480.0,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6925.0,P,6.2,6.8,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6950.0,C,1439.0,1455.40002,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6950.0,P,6.6,7.1,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6975.0,C,1414.69995,1431.0,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,6975.0,P,7.0,7.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7000.0,C,1389.90002,1406.19995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7000.0,P,7.4,7.9,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7025.0,C,1365.59998,1381.90002,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7025.0,P,7.8,8.3,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7050.0,C,1341.30005,1357.59998,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7050.0,P,8.2,8.7,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7075.0,C,1316.5,1332.80005,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7075.0,P,8.6,9.2,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7100.0,C,1292.09998,1308.40002,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7100.0,P,9.1,9.6,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7125.0,C,1267.90002,1284.19995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7125.0,P,9.6,10.1,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7150.0,C,1243.19995,1259.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7150.0,P,10.2,10.7,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7175.0,C,1224.30005,1229.40002,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7175.0,P,10.7,11.3,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7200.0,C,1200.0,1205.09998,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7200.0,P,11.3,11.9,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7225.0,C,1175.69995,1180.80005,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7225.0,P,12.0,12.5,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7250.0,C,1151.40002,1156.59998,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7250.0,P,12.6,13.2,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7275.0,C,1127.19995,1132.30005,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7275.0,P,13.3,13.9,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7300.0,C,1103.09998,1108.19995,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7300.0,P,14.1,14.7,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7325.0,C,1078.90002,1084.0,1.8905,8379.51563,8393.97116249158,0.10558789
2019-12-09,2020-01-17,7325.0,P,14.9,15.5,1.8905,8379.51563,8393.97116249158,0.10558789
